"Town","FIPS","Year","Gender","Engagement","Measure Type","Variable","Value"
"Andover","0901301080","2007-2011","Total","Disengaged","Number","Disengaged Youth",0
"Andover","0901301080","2007-2011","Total","Disengaged","Number","Margins of Error",260.22
"Andover","0901301080","2007-2011","Total","Disengaged","Percent","Disengaged Youth",0
"Andover","0901301080","2007-2011","Total","Disengaged","Percent","Margins of Error",1.83
"Andover","0901301080","2007-2011","Female","Total","Number","Disengaged Youth",62
"Andover","0901301080","2007-2011","Female","Total","Number","Margins of Error",38
"Andover","0901301080","2007-2011","Female","Engaged","Number","Disengaged Youth",62
"Andover","0901301080","2007-2011","Female","Engaged","Number","Margins of Error",135.54
"Andover","0901301080","2007-2011","Female","Engaged","Percent","Disengaged Youth",100
"Andover","0901301080","2007-2011","Female","Engaged","Percent","Margins of Error",2.27
"Andover","0901301080","2007-2011","Female","Disengaged","Number","Disengaged Youth",0
"Andover","0901301080","2007-2011","Female","Disengaged","Number","Margins of Error",184
"Andover","0901301080","2007-2011","Female","Disengaged","Percent","Disengaged Youth",0
"Andover","0901301080","2007-2011","Female","Disengaged","Percent","Margins of Error",2.97
"Andover","0901301080","2007-2011","Male","Total","Number","Disengaged Youth",80
"Andover","0901301080","2007-2011","Male","Total","Number","Margins of Error",34
"Andover","0901301080","2007-2011","Male","Engaged","Number","Disengaged Youth",80
"Andover","0901301080","2007-2011","Male","Engaged","Number","Margins of Error",98.6
"Andover","0901301080","2007-2011","Male","Engaged","Percent","Disengaged Youth",100
"Andover","0901301080","2007-2011","Male","Engaged","Percent","Margins of Error",1.3
"Andover","0901301080","2007-2011","Male","Disengaged","Number","Disengaged Youth",0
"Andover","0901301080","2007-2011","Male","Disengaged","Number","Margins of Error",184
"Andover","0901301080","2007-2011","Male","Disengaged","Percent","Disengaged Youth",0
"Andover","0901301080","2007-2011","Male","Disengaged","Percent","Margins of Error",2.3
"Andover","0901301080","2008-2012","Total","Total","Number","Disengaged Youth",169
"Andover","0901301080","2008-2012","Total","Total","Number","Margins of Error",73
"Andover","0901301080","2008-2012","Total","Engaged","Number","Disengaged Youth",169
"Andover","0901301080","2008-2012","Total","Engaged","Number","Margins of Error",67.88
"Andover","0901301080","2008-2012","Total","Engaged","Percent","Disengaged Youth",100
"Andover","0901301080","2008-2012","Total","Engaged","Percent","Margins of Error",0.59
"Andover","0901301080","2008-2012","Total","Disengaged","Number","Disengaged Youth",0
"Andover","0901301080","2008-2012","Total","Disengaged","Number","Margins of Error",33.94
"Andover","0901301080","2008-2012","Total","Disengaged","Percent","Disengaged Youth",0
"Andover","0901301080","2008-2012","Total","Disengaged","Percent","Margins of Error",0.2
"Andover","0901301080","2008-2012","Female","Total","Number","Disengaged Youth",61
"Andover","0901301080","2008-2012","Female","Total","Number","Margins of Error",36
"Andover","0901301080","2008-2012","Female","Engaged","Number","Disengaged Youth",61
"Andover","0901301080","2008-2012","Female","Engaged","Number","Margins of Error",39.8
"Andover","0901301080","2008-2012","Female","Engaged","Percent","Disengaged Youth",100
"Andover","0901301080","2008-2012","Female","Engaged","Percent","Margins of Error",0.88
"Andover","0901301080","2008-2012","Female","Disengaged","Number","Disengaged Youth",0
"Andover","0901301080","2008-2012","Female","Disengaged","Number","Margins of Error",24
"Andover","0901301080","2008-2012","Female","Disengaged","Percent","Disengaged Youth",0
"Andover","0901301080","2008-2012","Female","Disengaged","Percent","Margins of Error",0.39
"Andover","0901301080","2008-2012","Male","Total","Number","Disengaged Youth",108
"Andover","0901301080","2008-2012","Male","Total","Number","Margins of Error",54
"Andover","0901301080","2008-2012","Male","Engaged","Number","Disengaged Youth",108
"Andover","0901301080","2008-2012","Male","Engaged","Number","Margins of Error",54.99
"Andover","0901301080","2008-2012","Male","Engaged","Percent","Disengaged Youth",100
"Andover","0901301080","2008-2012","Male","Engaged","Percent","Margins of Error",0.71
"Andover","0901301080","2008-2012","Male","Disengaged","Number","Disengaged Youth",0
"Andover","0901301080","2008-2012","Male","Disengaged","Number","Margins of Error",24
"Andover","0901301080","2008-2012","Male","Disengaged","Percent","Disengaged Youth",0
"Andover","0901301080","2008-2012","Male","Disengaged","Percent","Margins of Error",0.22
"Andover","0901301080","2009-2013","Total","Total","Number","Disengaged Youth",191
"Andover","0901301080","2009-2013","Total","Total","Number","Margins of Error",65
"Andover","0901301080","2009-2013","Total","Engaged","Number","Disengaged Youth",182
"Andover","0901301080","2009-2013","Total","Engaged","Number","Margins of Error",67.96
"Andover","0901301080","2009-2013","Total","Engaged","Percent","Disengaged Youth",95.29
"Andover","0901301080","2009-2013","Total","Engaged","Percent","Margins of Error",0.48
"Andover","0901301080","2009-2013","Total","Disengaged","Number","Disengaged Youth",9
"Andover","0901301080","2009-2013","Total","Disengaged","Number","Margins of Error",35.11
"Andover","0901301080","2009-2013","Total","Disengaged","Percent","Disengaged Youth",4.71
"Andover","0901301080","2009-2013","Total","Disengaged","Percent","Margins of Error",0.18
"Andover","0901301080","2009-2013","Female","Total","Number","Disengaged Youth",84
"Andover","0901301080","2009-2013","Female","Total","Number","Margins of Error",51
"Andover","0901301080","2009-2013","Female","Engaged","Number","Disengaged Youth",84
"Andover","0901301080","2009-2013","Female","Engaged","Number","Margins of Error",53.75
"Andover","0901301080","2009-2013","Female","Engaged","Percent","Disengaged Youth",100
"Andover","0901301080","2009-2013","Female","Engaged","Percent","Margins of Error",0.88
"Andover","0901301080","2009-2013","Female","Disengaged","Number","Disengaged Youth",0
"Andover","0901301080","2009-2013","Female","Disengaged","Number","Margins of Error",24
"Andover","0901301080","2009-2013","Female","Disengaged","Percent","Disengaged Youth",0
"Andover","0901301080","2009-2013","Female","Disengaged","Percent","Margins of Error",0.29
"Andover","0901301080","2009-2013","Male","Total","Number","Disengaged Youth",107
"Andover","0901301080","2009-2013","Male","Total","Number","Margins of Error",41
"Andover","0901301080","2009-2013","Male","Engaged","Number","Disengaged Youth",98
"Andover","0901301080","2009-2013","Male","Engaged","Number","Margins of Error",41.58
"Andover","0901301080","2009-2013","Male","Engaged","Percent","Disengaged Youth",91.59
"Andover","0901301080","2009-2013","Male","Engaged","Percent","Margins of Error",0.52
"Andover","0901301080","2009-2013","Male","Disengaged","Number","Disengaged Youth",9
"Andover","0901301080","2009-2013","Male","Disengaged","Number","Margins of Error",25.63
"Andover","0901301080","2009-2013","Male","Disengaged","Percent","Disengaged Youth",8.41
"Andover","0901301080","2009-2013","Male","Disengaged","Percent","Margins of Error",0.24
"Andover","0901301080","2010-2014","Total","Total","Number","Disengaged Youth",184
"Andover","0901301080","2010-2014","Total","Total","Number","Margins of Error",65
"Andover","0901301080","2010-2014","Total","Engaged","Number","Disengaged Youth",174
"Andover","0901301080","2010-2014","Total","Engaged","Number","Margins of Error",74.22
"Andover","0901301080","2010-2014","Total","Engaged","Percent","Disengaged Youth",94.57
"Andover","0901301080","2010-2014","Total","Engaged","Percent","Margins of Error",0.52
"Andover","0901301080","2010-2014","Total","Disengaged","Number","Disengaged Youth",10
"Andover","0901301080","2010-2014","Total","Disengaged","Number","Margins of Error",35.55
"Andover","0901301080","2010-2014","Total","Disengaged","Percent","Disengaged Youth",5.43
"Andover","0901301080","2010-2014","Total","Disengaged","Percent","Margins of Error",0.19
"Andover","0901301080","2010-2014","Female","Total","Number","Disengaged Youth",85
"Andover","0901301080","2010-2014","Female","Total","Number","Margins of Error",52
"Andover","0901301080","2010-2014","Female","Engaged","Number","Disengaged Youth",85
"Andover","0901301080","2010-2014","Female","Engaged","Number","Margins of Error",54.7
"Andover","0901301080","2010-2014","Female","Engaged","Percent","Disengaged Youth",100
"Andover","0901301080","2010-2014","Female","Engaged","Percent","Margins of Error",0.89
"Andover","0901301080","2010-2014","Female","Disengaged","Number","Disengaged Youth",0
"Andover","0901301080","2010-2014","Female","Disengaged","Number","Margins of Error",24
"Andover","0901301080","2010-2014","Female","Disengaged","Percent","Disengaged Youth",0
"Andover","0901301080","2010-2014","Female","Disengaged","Percent","Margins of Error",0.28
"Andover","0901301080","2010-2014","Male","Total","Number","Disengaged Youth",99
"Andover","0901301080","2010-2014","Male","Total","Number","Margins of Error",55
"Andover","0901301080","2010-2014","Male","Engaged","Number","Disengaged Youth",89
"Andover","0901301080","2010-2014","Male","Engaged","Number","Margins of Error",50.16
"Andover","0901301080","2010-2014","Male","Engaged","Percent","Disengaged Youth",89.9
"Andover","0901301080","2010-2014","Male","Engaged","Percent","Margins of Error",0.71
"Andover","0901301080","2010-2014","Male","Disengaged","Number","Disengaged Youth",10
"Andover","0901301080","2010-2014","Male","Disengaged","Number","Margins of Error",26.23
"Andover","0901301080","2010-2014","Male","Disengaged","Percent","Disengaged Youth",10.1
"Andover","0901301080","2010-2014","Male","Disengaged","Percent","Margins of Error",0.27
"Andover","0901301080","2011-2015","Total","Total","Number","Disengaged Youth",251
"Andover","0901301080","2011-2015","Total","Total","Number","Margins of Error",87
"Andover","0901301080","2011-2015","Total","Engaged","Number","Disengaged Youth",240
"Andover","0901301080","2011-2015","Total","Engaged","Number","Margins of Error",91.83
"Andover","0901301080","2011-2015","Total","Engaged","Percent","Disengaged Youth",95.62
"Andover","0901301080","2011-2015","Total","Engaged","Percent","Margins of Error",0.49
"Andover","0901301080","2011-2015","Total","Disengaged","Number","Disengaged Youth",11
"Andover","0901301080","2011-2015","Total","Disengaged","Number","Margins of Error",36.5
"Andover","0901301080","2011-2015","Total","Disengaged","Percent","Disengaged Youth",4.38
"Andover","0901301080","2011-2015","Total","Disengaged","Percent","Margins of Error",0.15
"Andover","0901301080","2011-2015","Female","Total","Number","Disengaged Youth",139
"Andover","0901301080","2011-2015","Female","Total","Number","Margins of Error",74
"Andover","0901301080","2011-2015","Female","Engaged","Number","Disengaged Youth",139
"Andover","0901301080","2011-2015","Female","Engaged","Number","Margins of Error",75.92
"Andover","0901301080","2011-2015","Female","Engaged","Percent","Disengaged Youth",100
"Andover","0901301080","2011-2015","Female","Engaged","Percent","Margins of Error",0.76
"Andover","0901301080","2011-2015","Female","Disengaged","Number","Disengaged Youth",0
"Andover","0901301080","2011-2015","Female","Disengaged","Number","Margins of Error",24
"Andover","0901301080","2011-2015","Female","Disengaged","Percent","Disengaged Youth",0
"Andover","0901301080","2011-2015","Female","Disengaged","Percent","Margins of Error",0.17
"Andover","0901301080","2011-2015","Male","Total","Number","Disengaged Youth",112
"Andover","0901301080","2011-2015","Male","Total","Number","Margins of Error",56
"Andover","0901301080","2011-2015","Male","Engaged","Number","Disengaged Youth",101
"Andover","0901301080","2011-2015","Male","Engaged","Number","Margins of Error",51.66
"Andover","0901301080","2011-2015","Male","Engaged","Percent","Disengaged Youth",90.18
"Andover","0901301080","2011-2015","Male","Engaged","Percent","Margins of Error",0.65
"Andover","0901301080","2011-2015","Male","Disengaged","Number","Disengaged Youth",11
"Andover","0901301080","2011-2015","Male","Disengaged","Number","Margins of Error",27.5
"Andover","0901301080","2011-2015","Male","Disengaged","Percent","Disengaged Youth",9.82
"Andover","0901301080","2011-2015","Male","Disengaged","Percent","Margins of Error",0.25
"Andover","0901301080","2012-2016","Total","Total","Number","Disengaged Youth",280
"Andover","0901301080","2012-2016","Total","Total","Number","Margins of Error",94
"Andover","0901301080","2012-2016","Total","Engaged","Number","Disengaged Youth",267
"Andover","0901301080","2012-2016","Total","Engaged","Number","Margins of Error",107.1
"Andover","0901301080","2012-2016","Total","Engaged","Percent","Disengaged Youth",95.36
"Andover","0901301080","2012-2016","Total","Engaged","Percent","Margins of Error",0.5
"Andover","0901301080","2012-2016","Total","Disengaged","Number","Disengaged Youth",13
"Andover","0901301080","2012-2016","Total","Disengaged","Number","Margins of Error",38.63
"Andover","0901301080","2012-2016","Total","Disengaged","Percent","Disengaged Youth",4.64
"Andover","0901301080","2012-2016","Total","Disengaged","Percent","Margins of Error",0.14
"Andover","0901301080","2012-2016","Female","Total","Number","Disengaged Youth",194
"Andover","0901301080","2012-2016","Female","Total","Number","Margins of Error",88
"Andover","0901301080","2012-2016","Female","Engaged","Number","Disengaged Youth",194
"Andover","0901301080","2012-2016","Female","Engaged","Number","Margins of Error",89.91
"Andover","0901301080","2012-2016","Female","Engaged","Percent","Disengaged Youth",100
"Andover","0901301080","2012-2016","Female","Engaged","Percent","Margins of Error",0.65
"Andover","0901301080","2012-2016","Female","Disengaged","Number","Disengaged Youth",0
"Andover","0901301080","2012-2016","Female","Disengaged","Number","Margins of Error",24
"Andover","0901301080","2012-2016","Female","Disengaged","Percent","Disengaged Youth",0
"Andover","0901301080","2012-2016","Female","Disengaged","Percent","Margins of Error",0.12
"Andover","0901301080","2012-2016","Male","Total","Number","Disengaged Youth",86
"Andover","0901301080","2012-2016","Male","Total","Number","Margins of Error",68
"Andover","0901301080","2012-2016","Male","Engaged","Number","Disengaged Youth",73
"Andover","0901301080","2012-2016","Male","Engaged","Number","Margins of Error",58.19
"Andover","0901301080","2012-2016","Male","Engaged","Percent","Disengaged Youth",84.88
"Andover","0901301080","2012-2016","Male","Engaged","Percent","Margins of Error",0.95
"Andover","0901301080","2012-2016","Male","Disengaged","Number","Disengaged Youth",13
"Andover","0901301080","2012-2016","Male","Disengaged","Number","Margins of Error",30.27
"Andover","0901301080","2012-2016","Male","Disengaged","Percent","Disengaged Youth",15.12
"Andover","0901301080","2012-2016","Male","Disengaged","Percent","Margins of Error",0.37
"Andover","0901301080","2013-2017","Total","Total","Number","Disengaged Youth",282
"Andover","0901301080","2013-2017","Total","Total","Number","Margins of Error",94
"Andover","0901301080","2013-2017","Total","Engaged","Number","Disengaged Youth",268
"Andover","0901301080","2013-2017","Total","Engaged","Number","Margins of Error",102.63
"Andover","0901301080","2013-2017","Total","Engaged","Percent","Disengaged Youth",95.04
"Andover","0901301080","2013-2017","Total","Engaged","Percent","Margins of Error",0.48
"Andover","0901301080","2013-2017","Total","Disengaged","Number","Disengaged Youth",14
"Andover","0901301080","2013-2017","Total","Disengaged","Number","Margins of Error",40.41
"Andover","0901301080","2013-2017","Total","Disengaged","Percent","Disengaged Youth",4.96
"Andover","0901301080","2013-2017","Total","Disengaged","Percent","Margins of Error",0.14
"Andover","0901301080","2013-2017","Female","Total","Number","Disengaged Youth",210
"Andover","0901301080","2013-2017","Female","Total","Number","Margins of Error",92
"Andover","0901301080","2013-2017","Female","Engaged","Number","Disengaged Youth",210
"Andover","0901301080","2013-2017","Female","Engaged","Number","Margins of Error",92.2
"Andover","0901301080","2013-2017","Female","Engaged","Percent","Disengaged Youth",100
"Andover","0901301080","2013-2017","Female","Engaged","Percent","Margins of Error",0.62
"Andover","0901301080","2013-2017","Female","Disengaged","Number","Disengaged Youth",0
"Andover","0901301080","2013-2017","Female","Disengaged","Number","Margins of Error",24
"Andover","0901301080","2013-2017","Female","Disengaged","Percent","Disengaged Youth",0
"Andover","0901301080","2013-2017","Female","Disengaged","Percent","Margins of Error",0.11
"Andover","0901301080","2013-2017","Male","Total","Number","Disengaged Youth",72
"Andover","0901301080","2013-2017","Male","Total","Number","Margins of Error",49
"Andover","0901301080","2013-2017","Male","Engaged","Number","Disengaged Youth",58
"Andover","0901301080","2013-2017","Male","Engaged","Number","Margins of Error",45.09
"Andover","0901301080","2013-2017","Male","Engaged","Percent","Disengaged Youth",80.56
"Andover","0901301080","2013-2017","Male","Engaged","Percent","Margins of Error",0.83
"Andover","0901301080","2013-2017","Male","Disengaged","Number","Disengaged Youth",14
"Andover","0901301080","2013-2017","Male","Disengaged","Number","Margins of Error",32.51
"Andover","0901301080","2013-2017","Male","Disengaged","Percent","Disengaged Youth",19.44
"Andover","0901301080","2013-2017","Male","Disengaged","Percent","Margins of Error",0.47
"Ansonia","0900901220","2006-2010","Total","Total","Number","Disengaged Youth",1000
"Ansonia","0900901220","2006-2010","Total","Total","Number","Margins of Error",270
"Ansonia","0900901220","2006-2010","Total","Engaged","Number","Disengaged Youth",980
"Ansonia","0900901220","2006-2010","Total","Engaged","Number","Margins of Error",245.07
"Ansonia","0900901220","2006-2010","Total","Engaged","Percent","Disengaged Youth",98
"Ansonia","0900901220","2006-2010","Total","Engaged","Percent","Margins of Error",0.36
"Ansonia","0900901220","2006-2010","Total","Disengaged","Number","Disengaged Youth",20
"Ansonia","0900901220","2006-2010","Total","Disengaged","Number","Margins of Error",302.76
"Ansonia","0900901220","2006-2010","Total","Disengaged","Percent","Disengaged Youth",2
"Ansonia","0900901220","2006-2010","Total","Disengaged","Percent","Margins of Error",0.3
"Ansonia","0900901220","2006-2010","Female","Total","Number","Disengaged Youth",553
"Ansonia","0900901220","2006-2010","Female","Total","Number","Margins of Error",195
"Ansonia","0900901220","2006-2010","Female","Engaged","Number","Disengaged Youth",537
"Ansonia","0900901220","2006-2010","Female","Engaged","Number","Margins of Error",192.47
"Ansonia","0900901220","2006-2010","Female","Engaged","Percent","Disengaged Youth",97.11
"Ansonia","0900901220","2006-2010","Female","Engaged","Percent","Margins of Error",0.49
"Ansonia","0900901220","2006-2010","Female","Disengaged","Number","Disengaged Youth",16
"Ansonia","0900901220","2006-2010","Female","Disengaged","Number","Margins of Error",213.89
"Ansonia","0900901220","2006-2010","Female","Disengaged","Percent","Disengaged Youth",2.89
"Ansonia","0900901220","2006-2010","Female","Disengaged","Percent","Margins of Error",0.39
"Ansonia","0900901220","2006-2010","Male","Total","Number","Disengaged Youth",447
"Ansonia","0900901220","2006-2010","Male","Total","Number","Margins of Error",158
"Ansonia","0900901220","2006-2010","Male","Engaged","Number","Disengaged Youth",443
"Ansonia","0900901220","2006-2010","Male","Engaged","Number","Margins of Error",151.7
"Ansonia","0900901220","2006-2010","Male","Engaged","Percent","Disengaged Youth",99.11
"Ansonia","0900901220","2006-2010","Male","Engaged","Percent","Margins of Error",0.49
"Ansonia","0900901220","2006-2010","Male","Disengaged","Number","Disengaged Youth",4
"Ansonia","0900901220","2006-2010","Male","Disengaged","Number","Margins of Error",214.28
"Ansonia","0900901220","2006-2010","Male","Disengaged","Percent","Disengaged Youth",0.89
"Ansonia","0900901220","2006-2010","Male","Disengaged","Percent","Margins of Error",0.48
"Ansonia","0900901220","2007-2011","Total","Total","Number","Disengaged Youth",953
"Ansonia","0900901220","2007-2011","Total","Total","Number","Margins of Error",240
"Ansonia","0900901220","2007-2011","Total","Engaged","Number","Disengaged Youth",930
"Ansonia","0900901220","2007-2011","Total","Engaged","Number","Margins of Error",273.04
"Ansonia","0900901220","2007-2011","Total","Engaged","Percent","Disengaged Youth",97.59
"Ansonia","0900901220","2007-2011","Total","Engaged","Percent","Margins of Error",0.38
"Ansonia","0900901220","2007-2011","Total","Disengaged","Number","Disengaged Youth",23
"Ansonia","0900901220","2007-2011","Total","Disengaged","Number","Margins of Error",227.14
"Ansonia","0900901220","2007-2011","Total","Disengaged","Percent","Disengaged Youth",2.41
"Ansonia","0900901220","2007-2011","Total","Disengaged","Percent","Margins of Error",0.24
"Ansonia","0900901220","2007-2011","Female","Total","Number","Disengaged Youth",562
"Ansonia","0900901220","2007-2011","Female","Total","Number","Margins of Error",222
"Ansonia","0900901220","2007-2011","Female","Engaged","Number","Disengaged Youth",550
"Ansonia","0900901220","2007-2011","Female","Engaged","Number","Margins of Error",232.63
"Ansonia","0900901220","2007-2011","Female","Engaged","Percent","Disengaged Youth",97.86
"Ansonia","0900901220","2007-2011","Female","Engaged","Percent","Margins of Error",0.57
"Ansonia","0900901220","2007-2011","Female","Disengaged","Number","Disengaged Youth",12
"Ansonia","0900901220","2007-2011","Female","Disengaged","Number","Margins of Error",160.36
"Ansonia","0900901220","2007-2011","Female","Disengaged","Percent","Disengaged Youth",2.14
"Ansonia","0900901220","2007-2011","Female","Disengaged","Percent","Margins of Error",0.29
"Ansonia","0900901220","2007-2011","Male","Total","Number","Disengaged Youth",391
"Ansonia","0900901220","2007-2011","Male","Total","Number","Margins of Error",149
"Ansonia","0900901220","2007-2011","Male","Engaged","Number","Disengaged Youth",380
"Ansonia","0900901220","2007-2011","Male","Engaged","Number","Margins of Error",142.95
"Ansonia","0900901220","2007-2011","Male","Engaged","Percent","Disengaged Youth",97.19
"Ansonia","0900901220","2007-2011","Male","Engaged","Percent","Margins of Error",0.52
"Ansonia","0900901220","2007-2011","Male","Disengaged","Number","Disengaged Youth",11
"Ansonia","0900901220","2007-2011","Male","Disengaged","Number","Margins of Error",160.86
"Ansonia","0900901220","2007-2011","Male","Disengaged","Percent","Disengaged Youth",2.81
"Ansonia","0900901220","2007-2011","Male","Disengaged","Percent","Margins of Error",0.41
"Ansonia","0900901220","2008-2012","Total","Total","Number","Disengaged Youth",1003
"Ansonia","0900901220","2008-2012","Total","Total","Number","Margins of Error",289
"Ansonia","0900901220","2008-2012","Total","Engaged","Number","Disengaged Youth",985
"Ansonia","0900901220","2008-2012","Total","Engaged","Number","Margins of Error",301.01
"Ansonia","0900901220","2008-2012","Total","Engaged","Percent","Disengaged Youth",98.21
"Ansonia","0900901220","2008-2012","Total","Engaged","Percent","Margins of Error",0.41
"Ansonia","0900901220","2008-2012","Total","Disengaged","Number","Disengaged Youth",18
"Ansonia","0900901220","2008-2012","Total","Disengaged","Number","Margins of Error",51.85
"Ansonia","0900901220","2008-2012","Total","Disengaged","Percent","Disengaged Youth",1.79
"Ansonia","0900901220","2008-2012","Total","Disengaged","Percent","Margins of Error",0.05
"Ansonia","0900901220","2008-2012","Female","Total","Number","Disengaged Youth",562
"Ansonia","0900901220","2008-2012","Female","Total","Number","Margins of Error",232
"Ansonia","0900901220","2008-2012","Female","Engaged","Number","Disengaged Youth",549
"Ansonia","0900901220","2008-2012","Female","Engaged","Number","Margins of Error",244.84
"Ansonia","0900901220","2008-2012","Female","Engaged","Percent","Disengaged Youth",97.69
"Ansonia","0900901220","2008-2012","Female","Engaged","Percent","Margins of Error",0.59
"Ansonia","0900901220","2008-2012","Female","Disengaged","Number","Disengaged Youth",13
"Ansonia","0900901220","2008-2012","Female","Disengaged","Number","Margins of Error",39.04
"Ansonia","0900901220","2008-2012","Female","Disengaged","Percent","Disengaged Youth",2.31
"Ansonia","0900901220","2008-2012","Female","Disengaged","Percent","Margins of Error",0.07
"Ansonia","0900901220","2008-2012","Male","Total","Number","Disengaged Youth",441
"Ansonia","0900901220","2008-2012","Male","Total","Number","Margins of Error",175
"Ansonia","0900901220","2008-2012","Male","Engaged","Number","Disengaged Youth",436
"Ansonia","0900901220","2008-2012","Male","Engaged","Number","Margins of Error",175.09
"Ansonia","0900901220","2008-2012","Male","Engaged","Percent","Disengaged Youth",98.87
"Ansonia","0900901220","2008-2012","Male","Engaged","Percent","Margins of Error",0.56
"Ansonia","0900901220","2008-2012","Male","Disengaged","Number","Disengaged Youth",5
"Ansonia","0900901220","2008-2012","Male","Disengaged","Number","Margins of Error",34.12
"Ansonia","0900901220","2008-2012","Male","Disengaged","Percent","Disengaged Youth",1.13
"Ansonia","0900901220","2008-2012","Male","Disengaged","Percent","Margins of Error",0.08
"Ansonia","0900901220","2009-2013","Total","Total","Number","Disengaged Youth",870
"Ansonia","0900901220","2009-2013","Total","Total","Number","Margins of Error",181
"Ansonia","0900901220","2009-2013","Total","Engaged","Number","Disengaged Youth",850
"Ansonia","0900901220","2009-2013","Total","Engaged","Number","Margins of Error",227.37
"Ansonia","0900901220","2009-2013","Total","Engaged","Percent","Disengaged Youth",97.7
"Ansonia","0900901220","2009-2013","Total","Engaged","Percent","Margins of Error",0.33
"Ansonia","0900901220","2009-2013","Total","Disengaged","Number","Disengaged Youth",20
"Ansonia","0900901220","2009-2013","Total","Disengaged","Number","Margins of Error",52.38
"Ansonia","0900901220","2009-2013","Total","Disengaged","Percent","Disengaged Youth",2.3
"Ansonia","0900901220","2009-2013","Total","Disengaged","Percent","Margins of Error",0.06
"Ansonia","0900901220","2009-2013","Female","Total","Number","Disengaged Youth",395
"Ansonia","0900901220","2009-2013","Female","Total","Number","Margins of Error",126
"Ansonia","0900901220","2009-2013","Female","Engaged","Number","Disengaged Youth",384
"Ansonia","0900901220","2009-2013","Female","Engaged","Number","Margins of Error",137.15
"Ansonia","0900901220","2009-2013","Female","Engaged","Percent","Disengaged Youth",97.22
"Ansonia","0900901220","2009-2013","Female","Engaged","Percent","Margins of Error",0.47
"Ansonia","0900901220","2009-2013","Female","Disengaged","Number","Disengaged Youth",11
"Ansonia","0900901220","2009-2013","Female","Disengaged","Number","Margins of Error",37.04
"Ansonia","0900901220","2009-2013","Female","Disengaged","Percent","Disengaged Youth",2.78
"Ansonia","0900901220","2009-2013","Female","Disengaged","Percent","Margins of Error",0.09
"Ansonia","0900901220","2009-2013","Male","Total","Number","Disengaged Youth",475
"Ansonia","0900901220","2009-2013","Male","Total","Number","Margins of Error",172
"Ansonia","0900901220","2009-2013","Male","Engaged","Number","Disengaged Youth",466
"Ansonia","0900901220","2009-2013","Male","Engaged","Number","Margins of Error",181.34
"Ansonia","0900901220","2009-2013","Male","Engaged","Percent","Disengaged Youth",98.11
"Ansonia","0900901220","2009-2013","Male","Engaged","Percent","Margins of Error",0.52
